project_id,project_name,company,industry,overall_risk_score,total_budget,current_spend,resource_utilization,delay_days,budget_variance,customer_payments_received,tech_sector_performance,market_volatility_index,company_stock_performance,technology_complexity,integration_challenges,team_turnover_rate,regulatory_changes,data_privacy_compliance
PROJ-2024-021,Fintech Project,Tech Systems,Big Data,7.865390814861664,2813429.4914806685,3866746.046901497,0.7010933878401975,39,1.0574247446701421,1738709.6208064116,3.9117199978820816,18.94258235495745,2.4801418266249655,6.5235861128479815,5.1627450023104995,0.22881092254042895,1,0.7712569125544206
PROJ-2024-022,Cloud Computing Project,Digital Solutions,Healthcare Tech,4.13062665624836,1888107.266702678,902598.0702587446,0.8500932372069215,41,0.7560211730615131,2590148.9592955387,3.1481891602586742,21.77081971951108,0.07310031198238942,7.994920791145964,5.728688235333803,0.1493247628126343,0,0.903738321220262
PROJ-2024-023,Healthcare Tech Project,Smart Systems,Enterprise Software,4.520993598181404,3078689.9027855704,2992107.823020635,0.5992117164497164,57,1.1508279504893282,440680.1067418294,1.9695821959730084,19.759816903492204,-1.911477774633814,7.084895806455917,6.494306857878133,0.1588507818701726,1,0.8474473906778568
PROJ-2024-024,AI/Machine Learning Project,Tech Technologies,AI/Machine Learning,4.519712561275137,1963450.383242951,2232041.3330995156,0.5740547262932008,17,0.6162736802928807,2378433.1456389227,1.956091771856192,24.937731027679316,2.3088691989467733,5.925183775895438,4.565184302201477,0.24129962495541973,0,0.9315967210764072
PROJ-2024-025,E-commerce Project,Digital Solutions,Big Data,4.152083310586749,676712.3640874354,3549467.037627361,0.6828495039336955,29,1.0364103830800304,2053198.6817700511,2.345627648105378,22.2890213579075,-1.1286066074931966,7.630575749078515,6.353530407032659,0.22734527662899784,1,0.9844733607167406
PROJ-2024-026,Cloud Computing Project,Global Technologies,IoT,3.007369110431557,1723993.7240496022,2260573.6964622107,0.9169634224482714,24,0.9371481050450347,433531.7168014837,2.8787344682890987,24.524913004343247,1.1094098194519675,7.345166797963879,5.788488393732033,0.0838933417776879,1,0.7347414668042223
PROJ-2024-027,Healthcare Tech Project,Global Technologies,Cybersecurity,6.646723970439982,528705.6953296581,2184780.9547096035,0.8196898167555853,18,0.7678735828174408,2114980.1166279903,1.4391191997669033,23.349695494811858,-1.875145497829344,5.046245498229617,6.680024925482824,0.144643005983621,0,0.8003995029953634
PROJ-2024-028,Cybersecurity Project,Global Technologies,Cybersecurity,7.834227498996427,4902596.541755855,862286.2014367596,0.6885156311568134,7,1.1040049977395001,1380487.1377515083,1.566789441294857,24.02901011163371,-0.002467623697178567,7.450581441623068,4.515911205530629,0.2442592454857091,1,0.795864718863522
PROJ-2024-029,IoT Project,Global Technologies,Big Data,4.121467416425226,4845862.444188864,748294.512001469,0.7327724763894398,27,1.3713335923402825,2840455.878111945,3.5783037485006526,23.14419197214675,2.929801510576749,5.901580271715488,5.262046711122785,0.12447325964572054,1,0.7453548758011762
PROJ-2024-030,Enterprise Software Project,Tech Enterprises,Digital Transformation,6.315235959017112,2278198.8386253724,3674307.6893505054,0.5378958550296943,7,1.4989046997630768,510672.916791908,1.7687647716672177,19.591591303759113,-1.4965319944809845,5.4490203937508035,6.498529278600513,0.12431462170324002,1,0.9430909412000412
PROJ-2024-031,E-commerce Project,Innovative Technologies,AI/Machine Learning,6.709481634793575,3777668.844528407,1378568.9755151328,0.9430591533692508,30,1.1077627687434246,1964216.8333656401,2.1405849939255326,17.517884533468845,0.11846575999821152,5.678992519211223,4.057695110370281,0.08900604635783088,1,0.927963611211637
PROJ-2024-032,Cybersecurity Project,Digital Technologies,Cloud Computing,7.242126895452624,2056127.4428469124,1551120.7943552942,0.7998832871127135,2,0.9047058743291702,1207742.1318425431,3.613815552850351,18.703201754505223,-0.46425024905023915,6.405739413125417,4.336604100296928,0.07286462282382505,1,0.8453276412503197
PROJ-2024-033,Fintech Project,Innovative Systems,Cloud Computing,5.113145985068046,3519919.206886892,3063312.267870715,0.6284318308085401,2,0.7252071002162016,2874762.5447135456,2.9894434881994676,15.202362326399504,2.5254406169413217,6.274603781204033,6.971695638270204,0.19806095815119634,1,0.8613312333383829
PROJ-2024-034,Cybersecurity Project,Tech Technologies,IoT,4.514654528202146,4124435.193706906,1421411.5814489487,0.7636137773968599,43,0.7570960893951117,1056927.196341802,2.025135638025065,20.23993167464667,2.3467005395367755,5.86666189812268,4.841182535771051,0.20400609374030332,1,0.7178632414007489
PROJ-2024-035,IoT Project,Digital Systems,Digital Transformation,4.6264756701151555,4760403.101115083,3813043.541892111,0.5492670647310472,21,0.9794549781497657,2890339.1375262206,3.051098637173862,20.050578002704086,-0.8115061984688559,5.516654966621098,6.92662958117186,0.2438025927006,1,0.8666522056981136
PROJ-2024-036,Fintech Project,Smart Enterprises,Fintech,6.563106665492564,2300955.241323524,2977918.299095321,0.9346265009634125,16,0.8672777012807092,2714308.9681921722,1.0590496461442411,20.252504648304882,-1.5940610647478441,7.2866923689265075,4.547594653026022,0.2046836421810726,0,0.9374024572058909
PROJ-2024-037,E-commerce Project,Tech Solutions,Fintech,7.08389733252818,4024840.9233022146,2429974.046036338,0.5786532445475147,35,1.4138145226249441,884111.3824009034,3.206927980034096,24.74031224972064,1.1356919703055874,7.970329351204751,5.083283329022007,0.09867049880671974,1,0.8721482720751571
PROJ-2024-038,IoT Project,Smart Technologies,Enterprise Software,3.908069838783013,1696678.0278445345,3535491.1261245348,0.7916136431248464,16,0.8682954676557095,2430271.1527966405,2.4610481215487185,24.11454003454839,-0.3181564405814512,7.333374741259071,6.258608333510712,0.05802331565770309,0,0.7795919110361257
PROJ-2024-039,Big Data Project,Innovative Systems,AI/Machine Learning,4.854705040788826,4956495.367071417,293463.04256298277,0.6104545081425187,13,0.8734445911454355,2987252.185230167,3.4395464418533837,16.61712778330108,1.3604219530303152,5.887810903014624,5.973335221714535,0.24708747687393207,0,0.9002644817003012
PROJ-2024-040,Enterprise Software Project,Global Enterprises,AI/Machine Learning,7.50970098374575,615963.1944395802,1102544.499537914,0.8229026221918411,50,0.883534512433977,832722.7062967188,3.863912956019405,18.688825215558893,-1.8394012196609277,5.734426884236401,5.7433671997871665,0.11809013910872115,1,0.8084465289895743
PROJ-2024-041,E-commerce Project,Global Solutions,Cybersecurity,7.033467598473696,3215879.6292550443,1913641.7034615488,0.8495696152581265,8,1.336620210367658,1366653.791037627,3.777365648483705,19.23956179463262,-1.333003824112553,5.652997628197815,5.589697527415023,0.11239430848648416,1,0.8634619852857206
PROJ-2024-042,Big Data Project,Tech Technologies,E-commerce,7.924292013812379,3467776.917430972,985216.303938932,0.8030388780101447,29,1.1507883208469019,1608524.136043603,3.7277951303660224,18.605329178516477,1.4318611638632168,5.410085223467108,6.530321330994221,0.2311910419498765,0,0.8462696089836774
PROJ-2024-043,Healthcare Tech Project,Tech Enterprises,IoT,6.771241298410404,3596205.00683358,3001230.2304783924,0.7765247571148366,20,1.1141688503188927,955300.2938312065,2.5365098678016613,22.98495963603913,-0.9381467234875112,6.653991649076904,4.704845688500178,0.16701997970899723,0,0.814352500289554
PROJ-2024-044,E-commerce Project,Tech Solutions,Cloud Computing,4.965976005139611,1041744.1045509005,3684911.321109528,0.9016110922784052,11,0.8341430223838622,144268.0349734863,2.080426342416814,20.24037669867587,2.287938378812008,6.816201115860032,5.327412780980556,0.09297423476982691,0,0.9156633941182405
PROJ-2024-045,Healthcare Tech Project,Digital Systems,IoT,5.953189169973189,4723384.025629087,1752703.4677306013,0.5353820199453911,36,1.3179041768324393,738374.8081728274,2.395105974192018,20.72099816971625,-1.707045561449323,7.116507981989412,4.466356876469372,0.22781924854324792,1,0.9651628335957645
PROJ-2024-046,Fintech Project,Digital Technologies,Fintech,6.305071271236601,1315324.7557253726,1434317.1404363902,0.6489116446010879,31,0.5383638613557011,917616.9645910995,3.0696880099400823,23.530135589879254,-0.9225900860721268,7.040640112801004,5.787824787192113,0.24867217101094868,1,0.7015637555430775
PROJ-2024-047,Big Data Project,Smart Enterprises,Fintech,3.39227908158562,3302390.3145792847,3850047.8553365082,0.6117293658338807,10,1.3707971723381132,1386439.1338227428,3.65199333061356,23.059281534153584,2.992801242425343,5.876999933850147,4.751633272813961,0.06733571223016616,1,0.9800849557691103
PROJ-2024-048,Enterprise Software Project,Tech Technologies,Big Data,5.722484795519326,1502042.3560538823,1834924.4880274092,0.9446062829294397,19,1.0127498997939295,596197.1873988654,1.6209589090003587,16.322115228202996,0.16538051293396316,5.99093301619054,5.001526193030157,0.22245032566049744,0,0.8534545408249674
PROJ-2024-049,IoT Project,Tech Enterprises,Enterprise Software,6.546604142363048,1882473.876595719,2007288.7617522045,0.6752254008500931,34,0.8982502348634128,2632437.6344058504,3.754579475385109,22.139145840836342,1.5148283177232176,7.0445436063270135,5.413752149870584,0.1281031395368788,1,0.9102195641089795
PROJ-2024-050,Digital Transformation Project,Smart Systems,AI/Machine Learning,3.8366065200053017,2959063.4377765595,1471434.502133431,0.8296757146581795,52,0.9971672807176857,2144242.284920875,3.445540695909667,19.354361289020353,-1.0866847557149315,6.048342922350885,4.080311757109383,0.1548144893013409,1,0.9566873698527631
PROJ-2024-051,Cybersecurity Project,Innovative Technologies,Healthcare Tech,6.903158587127786,2377370.383540594,3647239.0447473396,0.808126323746452,46,1.1674155305338312,347081.38492301974,3.936568045534704,17.946489030625003,1.0493436749276888,5.637869568857939,4.275813807762513,0.23296319515299618,1,0.840131107694281
PROJ-2024-052,Cloud Computing Project,Innovative Systems,IoT,5.918863902570559,1221015.2043942783,2318926.384799218,0.59543655686482,45,0.5127654265178974,1985268.1083058012,3.6407553198450615,15.500188209021864,1.6305303418470922,6.123008461090219,6.0577876621246585,0.24467583915502344,1,0.9504922220094671
PROJ-2024-053,Enterprise Software Project,Smart Solutions,Fintech,7.761108928487973,1269213.8108938173,3072480.890008414,0.6075489560951981,10,1.3715518564582476,1995603.781576299,1.83981198907572,19.87249560345451,-0.42761682066744733,5.816252472733933,5.286909942152522,0.10243278208175988,0,0.7532859458365606
PROJ-2024-054,Big Data Project,Smart Solutions,E-commerce,3.2121114910344586,2381651.5467325985,3266046.201568457,0.6265780535988653,51,0.9467395253113928,2873041.40356652,1.3178677340321432,18.554366807245316,2.1444855598793886,5.264938163655733,6.594370665999686,0.09257015419198276,1,0.7477502603439443
PROJ-2024-055,Digital Transformation Project,Innovative Systems,Cybersecurity,4.326630687777335,3907773.4022397534,1433211.2634773068,0.6850072752167207,7,0.8429665197000782,108760.52693286762,1.3367232159747657,17.515130396764008,1.0170878923614164,7.4904167068299605,6.084016010932599,0.06610331171830237,1,0.897241410656846
PROJ-2024-056,Enterprise Software Project,Tech Systems,Cloud Computing,6.00776939649912,4540840.910815049,1791407.8921494822,0.6054462795427371,3,0.6382455656340571,819004.1044368409,1.8736699557348282,21.946717295969577,-0.054384951924848934,7.559334167471109,4.024302824941968,0.1623595705324276,0,0.9610429016655211
PROJ-2024-057,Big Data Project,Innovative Technologies,Enterprise Software,4.482799561029653,878574.4801672228,3409039.920184432,0.5088431672360815,26,0.9394653743584421,2790595.290188415,2.842551171953618,22.69485387315587,0.7882119667157927,5.659250900500639,5.850136992301405,0.052720879090133656,1,0.9677278532608118
PROJ-2024-058,AI/Machine Learning Project,Global Systems,E-commerce,6.572120820356211,2268967.5840173047,1516695.87153566,0.8957268755632379,43,0.9963227712843788,2803188.354655021,3.4129609782915176,17.447895190294247,0.8838042371796213,5.194316598575606,4.281174598179149,0.13237965952198733,0,0.8931221375131739
PROJ-2024-059,AI/Machine Learning Project,Digital Solutions,Enterprise Software,6.795026412609655,951105.0367529448,3196347.02046222,0.9345244241213978,39,0.9036466944934778,2189700.6161748488,3.697750920944694,15.494474366793472,-1.17232353653067,7.216482312053539,6.342799539371483,0.06467680333040171,0,0.8576467690627952
PROJ-2024-060,Healthcare Tech Project,Global Systems,Big Data,3.5125798203323724,574666.1628466905,3769870.0580403046,0.6537066741642056,37,1.1786600938268972,2320713.6310378658,2.8712601531076984,23.48752700565235,0.013661849334830833,5.634585877590241,6.974523064835505,0.1310451565858668,1,0.7994179263089548
PROJ-2024-061,Enterprise Software Project,Innovative Technologies,Healthcare Tech,5.569272321033838,3477734.0718978047,2530520.4549652273,0.6523280957414628,46,0.920896528759226,365300.5779959766,1.016893938244161,15.099597412043034,-0.28284705990253434,6.180306468310581,5.5935963827245345,0.05798643785312185,0,0.9940001246797994
PROJ-2024-062,AI/Machine Learning Project,Digital Solutions,Fintech,5.5444527779552795,3211022.488849645,2992346.4210623666,0.503191315748467,29,1.4614175778465732,1590239.9208568775,1.5589503295556004,24.37112493921472,0.004513612895630459,5.19240575671215,6.048338500582391,0.2170434521217538,1,0.7959087059998751
PROJ-2024-063,Big Data Project,Smart Technologies,Cybersecurity,4.846403851077705,1233586.012166988,3239879.5169604262,0.8061128097486683,43,1.0992775178235918,771590.6747380983,1.2991786115601038,21.27619873982706,1.8055529424262895,5.678808754275305,4.711942482684255,0.09194779878771318,0,0.9232558321694779
PROJ-2024-064,Healthcare Tech Project,Innovative Enterprises,E-commerce,7.66462431284836,1552157.7489187885,3395654.630696906,0.8714479530868828,47,1.3074779356519088,625532.32647949,2.0899734267070302,18.218466352013202,0.41269203733336335,7.378706834988908,5.312793231261381,0.1156617420715824,0,0.8595945399715001
PROJ-2024-065,Big Data Project,Global Systems,Enterprise Software,7.137531599366106,606684.8914003327,1640708.0176415043,0.5659737351620014,47,0.6093559031094788,2449879.5674576643,2.5040529809012377,17.464779095767362,2.7015807661963214,7.413189340745605,6.568285996709151,0.2240095993212784,1,0.882553702757604
PROJ-2024-066,Healthcare Tech Project,Innovative Systems,AI/Machine Learning,6.486046909548184,4257262.425624817,299927.4907863929,0.5718498572152179,26,0.8972912929459057,491610.59637358756,1.1301915357356824,15.090056642644752,-0.531617933207819,5.621254474663131,4.502268843238753,0.19925321226644105,0,0.8180441651765878
PROJ-2024-067,Enterprise Software Project,Global Enterprises,Big Data,6.571633178674988,4886107.682218482,1667317.4578232842,0.855537462487147,20,0.8368477014471527,1459089.7472895172,2.045433927386966,17.35471417010877,0.07851789142464494,6.0077415353200685,4.796606816841287,0.0938076723284117,1,0.9894469376416744
PROJ-2024-068,Digital Transformation Project,Tech Technologies,AI/Machine Learning,5.308580719065596,1109567.9155761087,2727649.29615795,0.7773308367593651,51,1.0694823881365918,2821876.8947994956,1.5375390238759676,16.37728301517141,1.934784052395207,5.402715257281231,5.3363010258580905,0.06437988373149922,1,0.8715046978297813
PROJ-2024-069,IoT Project,Digital Enterprises,Cybersecurity,7.604972605482879,1541638.4619438415,1856366.504545092,0.5201872509324726,19,1.3611135200614255,638912.9611394934,2.9412104987766217,21.121662207231456,0.7301229666037514,5.222517890854768,6.1367466755320415,0.1931347553710679,1,0.9813362891376369
PROJ-2024-070,E-commerce Project,Global Technologies,E-commerce,6.472977136266427,4407842.857761203,3020956.2883555545,0.7801461457080268,59,0.5783382177620067,2936180.9288408803,2.39281710797302,16.665455885938012,0.7351407321222387,7.976515143345228,5.127651864387022,0.12814051013762187,1,0.7022774248521741
PROJ-2024-071,Digital Transformation Project,Smart Enterprises,Big Data,6.644905308279082,4669087.090802832,1492231.474927789,0.6390129752796947,3,0.5725747980447108,2983435.158707071,2.4859529408017265,20.286298375366194,-1.7332991849740824,6.966781853734518,6.783196839349012,0.20321599982364424,0,0.8718011749573362
PROJ-2024-072,Fintech Project,Tech Solutions,E-commerce,7.308454518936726,2388323.2226306465,2575502.1503057154,0.6659263199618807,10,1.3503177081575988,1711289.7485789685,2.2830753641003834,20.90116422344471,-0.0070016864077209195,6.626289527594956,4.283371153806158,0.13905895447504207,1,0.9151560669175814
PROJ-2024-073,Big Data Project,Innovative Enterprises,Fintech,4.370357946710955,727801.1252108335,827037.2389305008,0.8463791382335961,12,0.7128500860383574,593413.9465137579,3.868059131459701,17.980416983469144,-0.6463313378913376,7.296495501215899,5.112412592634542,0.11920048259445529,0,0.9235240513486653
PROJ-2024-074,Fintech Project,Innovative Technologies,Digital Transformation,7.035354519333515,677263.2516176873,3022540.802915332,0.8649208367026747,8,1.1687532544498138,1016704.1750285974,1.6442053753646897,15.350649490187187,2.996675614155577,7.520231479063172,6.126862370285266,0.1402410816424793,1,0.9714930645345043
PROJ-2024-075,Digital Transformation Project,Smart Enterprises,Big Data,3.97620301478246,3082774.397310547,2228214.278370801,0.6801604820779238,3,1.0428781323608052,1331029.214761952,2.549992779531623,15.37253880614196,-0.45822464683844855,7.420144304134182,4.677960296984478,0.19971179713413534,0,0.7013204827011359
PROJ-2024-076,Healthcare Tech Project,Tech Technologies,AI/Machine Learning,4.7267097612244395,2268027.9900193056,895851.1153317423,0.9262188212028596,11,1.3328935948872296,997040.2506388465,3.208052105096008,15.263473321939177,2.4224826739693173,5.04961834786963,5.969239402689019,0.23044405730807482,0,0.7000990477778429
PROJ-2024-077,E-commerce Project,Smart Technologies,Cybersecurity,4.678052271349213,628935.9240994453,1238453.5766414483,0.6829082230784325,8,0.6250889098364035,913843.1816418958,2.670533239403688,22.39124667136546,1.381168675202387,5.5604236945714955,4.492650874682038,0.05995343931771511,0,0.8416790382385646
PROJ-2024-078,E-commerce Project,Innovative Solutions,Healthcare Tech,7.892627341945703,3124635.7654065057,3019573.9634691463,0.8473262158535495,12,0.6297829657226113,2919466.156727437,3.787062657150403,18.180097048142983,-0.29541795403954785,6.964715906353494,4.167940854585059,0.15482230824539103,0,0.7087881115016111
PROJ-2024-079,Cloud Computing Project,Digital Technologies,Fintech,7.282686118739634,550861.4146506011,1982144.8190799307,0.7177447690539165,47,1.0568183602783074,544757.9995056624,2.1339050669238526,22.963001859676638,0.7176718918706184,6.127278043411889,4.363047150245946,0.056567085816775525,1,0.9923597660987123
PROJ-2024-080,E-commerce Project,Global Technologies,Digital Transformation,6.505849307951299,4043173.8116717283,942522.6175329816,0.9038895469349377,25,1.446378653358371,2226650.9352789004,2.391027417319534,19.31732823842849,2.2026793997459686,7.947447953183321,6.789954349402404,0.14368190900487177,1,0.7666195523624175
PROJ-2024-081,IoT Project,Innovative Enterprises,Healthcare Tech,6.6352838080769505,1878947.7021651722,3872357.6424441608,0.9084925596425804,37,0.9149977583707543,101189.83937360713,1.2655669456441854,19.52998100829964,2.4168414901545594,6.996214377914762,5.655252648818654,0.2270565658193801,0,0.8417994188094534
PROJ-2024-082,E-commerce Project,Digital Enterprises,Cloud Computing,5.810363972012855,681161.0135415444,2888987.577285863,0.5393375635419877,41,0.826942100254695,1828929.7412668928,2.8269973331557856,20.128826025095737,-1.1980306249692738,7.86964672618762,6.389037326438947,0.12231805328406194,0,0.718341289003667
PROJ-2024-083,Digital Transformation Project,Smart Systems,Fintech,7.735453335542595,3147584.99442419,3832825.846905205,0.9214219990896015,12,1.1066893231978858,2756234.711466752,1.864635905344318,22.13031456375104,-0.3021342939591518,5.604339444937382,4.997963502715153,0.23649008421612866,1,0.8566145248513776
PROJ-2024-084,Cloud Computing Project,Smart Systems,Cybersecurity,5.481293764411808,2289579.864948746,1765709.6769053387,0.871490678684187,38,1.4304486005450312,935008.8728703351,1.4809271185467066,17.73502865829707,-0.32388409893214165,7.591871084345069,5.77797594365634,0.17612169433012187,0,0.8139868375442225
PROJ-2024-085,Digital Transformation Project,Global Technologies,Enterprise Software,4.902588549349472,4882101.860107173,1952891.3286977098,0.8560898214407,27,1.3369278328446237,638025.3282473857,2.6335938787135245,16.21587349533527,-1.7897760196202765,5.964056917445676,5.484856401114975,0.23683106875860127,0,0.713398008663167
PROJ-2024-086,Digital Transformation Project,Global Technologies,Big Data,3.815176684657955,2948893.9812666597,3602025.3431215747,0.590410102858485,57,1.49548361073322,1989871.4051474382,2.596930790139732,20.560573351914613,0.9911887992594828,7.96869442471342,6.837213878206882,0.20143332508250394,1,0.8005372800088674
PROJ-2024-087,Cybersecurity Project,Tech Technologies,E-commerce,6.93102826130529,1738576.3146665373,2147692.426957,0.8623036439395992,18,0.5225685832023771,2166544.0811653403,1.2276149236721428,18.269776232427393,2.27410026496094,5.473066016219442,6.242723908162331,0.07068703332975246,0,0.8174308060668567
PROJ-2024-088,Cloud Computing Project,Smart Technologies,Cybersecurity,6.672219660377957,3692474.8908528863,2858387.756432102,0.8825597306082665,23,0.6128581447127622,2095288.5049607458,3.0946463604834182,19.424913136680374,-0.0921280608724111,6.54901945651498,6.191627894489737,0.09623027351253542,0,0.996976447382482
PROJ-2024-089,Digital Transformation Project,Smart Technologies,Big Data,4.921775192620674,1721714.011442201,1083474.222232567,0.630117650504368,18,1.109467763366622,1026018.9520619847,2.8713165719525584,21.469467083373054,1.700179724920885,7.378533601511366,4.1390598083028385,0.12883409091670123,1,0.7623657615758126
PROJ-2024-090,Cybersecurity Project,Digital Solutions,Healthcare Tech,3.125967069796147,4569094.811334043,1842233.2279402982,0.9285170352630456,48,1.3205764393338497,831386.9662620595,1.5670518482394917,19.941257411412707,1.1385020680036995,6.297927441812107,5.649009007011073,0.08402137640241521,0,0.8634338846110299
PROJ-2024-091,Cybersecurity Project,Digital Systems,E-commerce,7.194986638590054,2186248.867283194,581454.4766603849,0.5224370658796239,12,0.7852443423067665,2872164.5198899284,2.4083045864621315,21.20278817100843,-0.12175632253499602,6.40425218056294,5.400974361705444,0.1489823209553321,1,0.9961946647595885
PROJ-2024-092,Cloud Computing Project,Global Solutions,IoT,3.057089917270368,2974408.5324929236,903322.1399201505,0.5674591639612129,12,0.7392110880342188,2777568.5739827952,3.1609687494356797,20.44200002113628,-1.2947010025385146,7.959067386517223,6.783526799818583,0.14427363114029812,1,0.9376057623820405
